REVIEW_TEXT,RATING,PRODUCT_TITLE,PRODUCT_CATEGORY,REVIEW_TITLE
Not nice,1,"Solid Men Mandarin Collar White, Blue T-Shirt",Apparel,
Good quality product,5,"Solid Men Mandarin Collar White, Blue T-Shirt",Apparel,
Nice,5,"Solid Men Mandarin Collar White, Blue T-Shirt",Apparel,
Very bed,1,"Solid Men Mandarin Collar White, Blue T-Shirt",Apparel,
Good,3,"Solid Men Mandarin Collar White, Blue T-Shirt",Apparel,
Good product,5,"Solid Men Mandarin Collar White, Blue T-Shirt",Apparel,
Supper prodct,5,"Solid Men Mandarin Collar White, Blue T-Shirt",Apparel,
Good,5,"Solid Men Mandarin Collar White, Blue T-Shirt",Apparel,
It is not good,2,"Solid Men Mandarin Collar White, Blue T-Shirt",Apparel,
Good quality,5,"Solid Men Mandarin Collar White, Blue T-Shirt",Apparel,
Very nice product,5,Men Super Slim Fit Solid Spread Collar Casual Shirt,Apparel,
"It's Navy Blue, not black",1,Men Super Slim Fit Solid Spread Collar Casual Shirt,Apparel,
Bad product,1,Men Super Slim Fit Solid Spread Collar Casual Shirt,Apparel,
Very nice shirt colour is dark blue and quality is really good,5,Men Super Slim Fit Solid Spread Collar Casual Shirt,Apparel,
Good,5,Men Super Slim Fit Solid Spread Collar Casual Shirt,Apparel,
Excellent product.,5,Men Super Slim Fit Solid Spread Collar Casual Shirt,Apparel,
Awesome...this is dark blue shirt not black,4,Men Super Slim Fit Solid Spread Collar Casual Shirt,Apparel,
"Quality is awesome, good fiting but color is dark nevi blue.",4,Men Super Slim Fit Solid Spread Collar Casual Shirt,Apparel,
Retern product,5,Men Super Slim Fit Solid Spread Collar Casual Shirt,Apparel,
It's not black its dark navy blue... otherwise shirt is nice ,3,Men Super Slim Fit Solid Spread Collar Casual Shirt,Apparel,
Quality is not good,2,Color Block Men Round Neck Black T-Shirt,Apparel,
Very very nyc good quality product,5,Color Block Men Round Neck Black T-Shirt,Apparel,
Doesn't absorb sweat. Fabric makes it uncomfortable,3,Color Block Men Round Neck Black T-Shirt,Apparel,
Good product,4,Color Block Men Round Neck Black T-Shirt,Apparel,
Gud luking,5,Color Block Men Round Neck Black T-Shirt,Apparel,
Good but size is short,3,Color Block Men Round Neck Black T-Shirt,Apparel,
Good,4,Color Block Men Round Neck Black T-Shirt,Apparel,
Good,5,Color Block Men Round Neck Black T-Shirt,Apparel,
Nice product,4,Color Block Men Round Neck Black T-Shirt,Apparel,
Nice,5,Color Block Men Round Neck Black T-Shirt,Apparel,
Colour are little dull but product cloth and size is good,3,"Typography Men Hooded Neck Red, Black T-Shirt",Apparel,
It is awesome,5,"Typography Men Hooded Neck Red, Black T-Shirt",Apparel,
Nice t-shirts,5,"Typography Men Hooded Neck Red, Black T-Shirt",Apparel,
This is very good I like very much,5,"Typography Men Hooded Neck Red, Black T-Shirt",Apparel,
Avareage quality but good item.,3,"Typography Men Hooded Neck Red, Black T-Shirt",Apparel,
Very nice colour and looking,5,"Typography Men Hooded Neck Red, Black T-Shirt",Apparel,
Super,3,"Typography Men Hooded Neck Red, Black T-Shirt",Apparel,
Good not bad,4,"Typography Men Hooded Neck Red, Black T-Shirt",Apparel,
Nice,5,"Typography Men Hooded Neck Red, Black T-Shirt",Apparel,
Long size,5,"Typography Men Hooded Neck Red, Black T-Shirt",Apparel,
Good product,5,"Striped Men Hooded Neck Red, Black T-Shirt",Apparel,
Not as expected,2,"Striped Men Hooded Neck Red, Black T-Shirt",Apparel,
Good,5,"Striped Men Hooded Neck Red, Black T-Shirt",Apparel,
Nice,4,"Striped Men Hooded Neck Red, Black T-Shirt",Apparel,
Good one,5,"Striped Men Hooded Neck Red, Black T-Shirt",Apparel,
Very bad quality,1,"Striped Men Hooded Neck Red, Black T-Shirt",Apparel,
Bar cool photo,1,"Striped Men Hooded Neck Red, Black T-Shirt",Apparel,
Good product i like it so much,5,"Striped Men Hooded Neck Red, Black T-Shirt",Apparel,
Nice,5,"Striped Men Hooded Neck Red, Black T-Shirt",Apparel,
Product is value for money,4,"Striped Men Hooded Neck Red, Black T-Shirt",Apparel,
Good,3,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
He is best products thanks,5,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
"Amezzing,good quality",5,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
Wow great,5,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
Good,3,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
super,5,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
super,5,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
Nice products but I no like that,4,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
Super t-shirt,5,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
Good but size is different than usual usage...,4,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
Ok,4,Striped Men Round Neck Yellow T-Shirt,Apparel,
Nice,5,Striped Men Round Neck Yellow T-Shirt,Apparel,
Fast,5,Striped Men Round Neck Yellow T-Shirt,Apparel,
Nice but a little bit colour fade after first wash,4,Striped Men Round Neck Yellow T-Shirt,Apparel,
Nice,4,Striped Men Round Neck Yellow T-Shirt,Apparel,
Good,4,Striped Men Round Neck Yellow T-Shirt,Apparel,
Good products,5,Striped Men Round Neck Yellow T-Shirt,Apparel,
Best,3,Striped Men Round Neck Yellow T-Shirt,Apparel,
Good product,5,Striped Men Round Neck Yellow T-Shirt,Apparel,
It's very good clothThanks Flipkart ,5,Striped Men Round Neck Yellow T-Shirt,Apparel,
Good,4,Abstract Men Hooded Neck Dark Blue T-Shirt,Apparel,
Good,3,Abstract Men Hooded Neck Dark Blue T-Shirt,Apparel,
Very good fabric... Thanku flipcart,5,Abstract Men Hooded Neck Dark Blue T-Shirt,Apparel,
Very good product,5,Abstract Men Hooded Neck Dark Blue T-Shirt,Apparel,
Just ok..,5,Abstract Men Hooded Neck Dark Blue T-Shirt,Apparel,
Nice,5,Abstract Men Hooded Neck Dark Blue T-Shirt,Apparel,
OK ,4,Abstract Men Hooded Neck Dark Blue T-Shirt,Apparel,
Looks nice,3,Abstract Men Hooded Neck Dark Blue T-Shirt,Apparel,
Good,4,Abstract Men Hooded Neck Dark Blue T-Shirt,Apparel,
Excellent....,5,Abstract Men Hooded Neck Dark Blue T-Shirt,Apparel,
Good night,5,"Printed Men Hooded Neck Dark Green, Black T-Shirt",Apparel,
Ok,3,"Printed Men Hooded Neck Dark Green, Black T-Shirt",Apparel,
Very nice fitting t shirt,4,"Printed Men Hooded Neck Dark Green, Black T-Shirt",Apparel,
Very good item,5,"Printed Men Hooded Neck Dark Green, Black T-Shirt",Apparel,
nice,5,"Printed Men Hooded Neck Dark Green, Black T-Shirt",Apparel,
Nice,5,"Printed Men Hooded Neck Dark Green, Black T-Shirt",Apparel,
Good quality. Improve your size strength,5,"Printed Men Hooded Neck Dark Green, Black T-Shirt",Apparel,
Nice,5,"Printed Men Hooded Neck Dark Green, Black T-Shirt",Apparel,
Not good,1,"Printed Men Hooded Neck Dark Green, Black T-Shirt",Apparel,
Nice shirt,4,"Printed Men Hooded Neck Dark Green, Black T-Shirt",Apparel,
Good fabric,5,"Solid Men Polo Neck White, Black T-Shirt",Apparel,
Nice quality,5,"Solid Men Polo Neck White, Black T-Shirt",Apparel,
Good looking,4,"Solid Men Polo Neck White, Black T-Shirt",Apparel,
T shirt color is good but matiral is not good,5,"Solid Men Polo Neck White, Black T-Shirt",Apparel,
Good,5,"Solid Men Polo Neck White, Black T-Shirt",Apparel,
Very good,5,"Solid Men Polo Neck White, Black T-Shirt",Apparel,
Best  thanks so much,5,"Solid Men Polo Neck White, Black T-Shirt",Apparel,
Nice T-shirt,5,"Solid Men Polo Neck White, Black T-Shirt",Apparel,
Nice,5,"Solid Men Polo Neck White, Black T-Shirt",Apparel,
Nice product.i'm loving it.,4,"Solid Men Polo Neck White, Black T-Shirt",Apparel,
T shirt very bad,1,"Color Block Men Round Neck Black, White T-Shirt",Apparel,
Average worth for money,3,"Color Block Men Round Neck Black, White T-Shirt",Apparel,
Bad,1,"Color Block Men Round Neck Black, White T-Shirt",Apparel,
Front line is not show style .it's Ok,4,"Color Block Men Round Neck Black, White T-Shirt",Apparel,
Quality not upto mark.....,1,"Color Block Men Round Neck Black, White T-Shirt",Apparel,
Recommended,5,"Color Block Men Round Neck Black, White T-Shirt",Apparel,
Good product by valuable price,5,"Color Block Men Round Neck Black, White T-Shirt",Apparel,
Nice,5,"Color Block Men Round Neck Black, White T-Shirt",Apparel,
Shades,3,"Color Block Men Round Neck Black, White T-Shirt",Apparel,
Just so so not good,2,"Color Block Men Round Neck Black, White T-Shirt",Apparel,
Okay ok,5,Striped Men Round Neck Green T-Shirt,Apparel,
Very good product and services,5,Striped Men Round Neck Green T-Shirt,Apparel,
Not good,2,Striped Men Round Neck Green T-Shirt,Apparel,
T-shirt Quality Good But Colour Fed,4,Striped Men Round Neck Green T-Shirt,Apparel,
I am very very happy to this product,5,Striped Men Round Neck Green T-Shirt,Apparel,
Good,4,Striped Men Round Neck Green T-Shirt,Apparel,
Bad product,2,Striped Men Round Neck Green T-Shirt,Apparel,
Osum,5,Striped Men Round Neck Green T-Shirt,Apparel,
It's Good... Love the colour & the material... It's the perfect fit... Bought it for my brother...,5,Striped Men Round Neck Green T-Shirt,Apparel,
Nice tshirt. Fabric is good.,5,Striped Men Round Neck Green T-Shirt,Apparel,
Good product,5,Striped Men Hooded Neck Maroon T-Shirt,Apparel,
Not as expected,2,Striped Men Hooded Neck Maroon T-Shirt,Apparel,
Good,5,Striped Men Hooded Neck Maroon T-Shirt,Apparel,
Nice,4,Striped Men Hooded Neck Maroon T-Shirt,Apparel,
Good one,5,Striped Men Hooded Neck Maroon T-Shirt,Apparel,
Very bad quality,1,Striped Men Hooded Neck Maroon T-Shirt,Apparel,
Bar cool photo,1,Striped Men Hooded Neck Maroon T-Shirt,Apparel,
Good product i like it so much,5,Striped Men Hooded Neck Maroon T-Shirt,Apparel,
Nice,5,Striped Men Hooded Neck Maroon T-Shirt,Apparel,
Product is value for money,4,Striped Men Hooded Neck Maroon T-Shirt,Apparel,
Law quality material,1,"Color Block Men Round Neck White, Black, Yellow T-Shirt",Apparel,
Very bad,2,"Color Block Men Round Neck White, Black, Yellow T-Shirt",Apparel,
Very nice product must buy,4,"Color Block Men Round Neck White, Black, Yellow T-Shirt",Apparel,
Weriy bad prodak dont like,2,"Color Block Men Round Neck White, Black, Yellow T-Shirt",Apparel,
Good quality,4,"Color Block Men Round Neck White, Black, Yellow T-Shirt",Apparel,
Clothes quality is average not for good..,2,"Color Block Men Round Neck White, Black, Yellow T-Shirt",Apparel,
Very very very much superb prodoct ,5,"Color Block Men Round Neck White, Black, Yellow T-Shirt",Apparel,
Happy,5,"Color Block Men Round Neck White, Black, Yellow T-Shirt",Apparel,
Very good  products,3,"Color Block Men Round Neck White, Black, Yellow T-Shirt",Apparel,
Good product,5,"Color Block Men Round Neck White, Black, Yellow T-Shirt",Apparel,
Ok,4,Color Block Men Round Neck Multicolor T-Shirt  (Pack of 3),Apparel,
"Good product,value for money",3,Color Block Men Round Neck Multicolor T-Shirt  (Pack of 3),Apparel,
The quality of fabric and the fitting is good.. you'll satisfy with product at this price range.. excellent value for money,4,Color Block Men Round Neck Multicolor T-Shirt  (Pack of 3),Apparel,
Clothing not good,1,Color Block Men Round Neck Multicolor T-Shirt  (Pack of 3),Apparel,
Cloth should be more soft and strong.,4,Color Block Men Round Neck Multicolor T-Shirt  (Pack of 3),Apparel,
Super product,5,Color Block Men Round Neck Multicolor T-Shirt  (Pack of 3),Apparel,
Good,4,Color Block Men Round Neck Multicolor T-Shirt  (Pack of 3),Apparel,
Good product,5,Color Block Men Round Neck Multicolor T-Shirt  (Pack of 3),Apparel,
Nice,5,Color Block Men Round Neck Multicolor T-Shirt  (Pack of 3),Apparel,
"I'm happy with the t shirts,Comfortable and looking good",5,Color Block Men Round Neck Multicolor T-Shirt  (Pack of 3),Apparel,
excellent quality,5,"Printed Men Round Neck White, Black T-Shirt  (Pack of 3)",Apparel,
good product,5,"Printed Men Round Neck White, Black T-Shirt  (Pack of 3)",Apparel,
Best best best best,5,"Printed Men Round Neck White, Black T-Shirt  (Pack of 3)",Apparel,
Nice,5,"Printed Men Round Neck White, Black T-Shirt  (Pack of 3)",Apparel,
Super,4,"Printed Men Round Neck White, Black T-Shirt  (Pack of 3)",Apparel,
Good,4,"Printed Men Round Neck White, Black T-Shirt  (Pack of 3)",Apparel,
Good.....,4,"Printed Men Round Neck White, Black T-Shirt  (Pack of 3)",Apparel,
Good qality,5,"Printed Men Round Neck White, Black T-Shirt  (Pack of 3)",Apparel,
Gud product bt very cheap,5,"Printed Men Round Neck White, Black T-Shirt  (Pack of 3)",Apparel,
Bast quality,4,"Printed Men Round Neck White, Black T-Shirt  (Pack of 3)",Apparel,
Not nice,1,"Solid Men Mandarin Collar White, Black T-Shirt",Apparel,
Good quality product,5,"Solid Men Mandarin Collar White, Black T-Shirt",Apparel,
Nice,5,"Solid Men Mandarin Collar White, Black T-Shirt",Apparel,
Very bed,1,"Solid Men Mandarin Collar White, Black T-Shirt",Apparel,
Good,3,"Solid Men Mandarin Collar White, Black T-Shirt",Apparel,
Good product,5,"Solid Men Mandarin Collar White, Black T-Shirt",Apparel,
Supper prodct,5,"Solid Men Mandarin Collar White, Black T-Shirt",Apparel,
Good,5,"Solid Men Mandarin Collar White, Black T-Shirt",Apparel,
It is not good,2,"Solid Men Mandarin Collar White, Black T-Shirt",Apparel,
Good quality,5,"Solid Men Mandarin Collar White, Black T-Shirt",Apparel,
Ok,5,"Striped Men Round Neck Maroon, Grey T-Shirt",Apparel,
Stitching bad quality,3,"Striped Men Round Neck Maroon, Grey T-Shirt",Apparel,
Good product,5,"Striped Men Round Neck Maroon, Grey T-Shirt",Apparel,
Full comfortable !,3,"Striped Men Round Neck Maroon, Grey T-Shirt",Apparel,
Color fade...,1,"Striped Men Round Neck Maroon, Grey T-Shirt",Apparel,
"Cool product, awesome t shirt ,I am happy thankq Flipkart",5,"Striped Men Round Neck Maroon, Grey T-Shirt",Apparel,
Good product  nice ,5,"Striped Men Round Neck Maroon, Grey T-Shirt",Apparel,
Good,5,"Striped Men Round Neck Maroon, Grey T-Shirt",Apparel,
good quality,4,"Striped Men Round Neck Maroon, Grey T-Shirt",Apparel,
Good product but size not fitting,2,"Striped Men Round Neck Maroon, Grey T-Shirt",Apparel,
Good product,5,Solid Men Hooded Neck Black T-Shirt,Apparel,
Nice,5,Solid Men Hooded Neck Black T-Shirt,Apparel,
Super,5,Solid Men Hooded Neck Black T-Shirt,Apparel,
Nice,5,Solid Men Hooded Neck Black T-Shirt,Apparel,
Good,3,Solid Men Hooded Neck Black T-Shirt,Apparel,
Good,5,Solid Men Hooded Neck Black T-Shirt,Apparel,
Nice,5,Solid Men Hooded Neck Black T-Shirt,Apparel,
Good,4,Solid Men Hooded Neck Black T-Shirt,Apparel,
Just Wow!,5,Solid Men Hooded Neck Black T-Shirt,Apparel,
Good,5,Solid Men Hooded Neck Black T-Shirt,Apparel,
Average product...,3,"Striped Men Round Neck Blue, Yellow T-Shirt",Apparel,
Don't miss this product,5,"Striped Men Round Neck Blue, Yellow T-Shirt",Apparel,
Good product,5,"Striped Men Round Neck Blue, Yellow T-Shirt",Apparel,
Excellent products,5,"Striped Men Round Neck Blue, Yellow T-Shirt",Apparel,
Nice,5,"Striped Men Round Neck Blue, Yellow T-Shirt",Apparel,
Very good quality and looking very nice,5,"Striped Men Round Neck Blue, Yellow T-Shirt",Apparel,
Very bad quality and colour is very dull,1,"Striped Men Round Neck Blue, Yellow T-Shirt",Apparel,
Not bad,3,"Striped Men Round Neck Blue, Yellow T-Shirt",Apparel,
Nice,5,"Striped Men Round Neck Blue, Yellow T-Shirt",Apparel,
Good quality on this product,5,"Striped Men Round Neck Blue, Yellow T-Shirt",Apparel,
The yellow one too poor.The Black was very good. (5* is for Black)The Red one OK.,3,"Solid Men Round Neck White, Black, Grey T-Shirt",Apparel,
Cloth  is v.good  but  not  same  pic.,5,"Solid Men Round Neck White, Black, Grey T-Shirt",Apparel,
Cool,5,"Solid Men Round Neck White, Black, Grey T-Shirt",Apparel,
Size issue,1,"Solid Men Round Neck White, Black, Grey T-Shirt",Apparel,
Nice looking,5,"Solid Men Round Neck White, Black, Grey T-Shirt",Apparel,
Clothes is good and perfect size,5,"Solid Men Round Neck White, Black, Grey T-Shirt",Apparel,
good,5,"Solid Men Round Neck White, Black, Grey T-Shirt",Apparel,
I can't find that tag of this brand which is shown in the picture.,1,"Solid Men Round Neck White, Black, Grey T-Shirt",Apparel,
Nice,5,"Solid Men Round Neck White, Black, Grey T-Shirt",Apparel,
Superb purchase. Good quality and comfortable T shirts . Go for it.,5,"Solid Men Round Neck White, Black, Grey T-Shirt",Apparel,
Nice,5,"Printed Men Round Neck Dark Blue, Red, Green T-Shirt  (Pack of 3)",Apparel,
good product,5,"Printed Men Round Neck Dark Blue, Red, Green T-Shirt  (Pack of 3)",Apparel,
Nice I like,5,"Printed Men Round Neck Dark Blue, Red, Green T-Shirt  (Pack of 3)",Apparel,
Nice product100%cotton,4,"Printed Men Round Neck Dark Blue, Red, Green T-Shirt  (Pack of 3)",Apparel,
not good qulite  color  discolor,1,"Printed Men Round Neck Dark Blue, Red, Green T-Shirt  (Pack of 3)",Apparel,
Nice prodect,5,"Printed Men Round Neck Dark Blue, Red, Green T-Shirt  (Pack of 3)",Apparel,
Worth of money quality is gud,4,"Printed Men Round Neck Dark Blue, Red, Green T-Shirt  (Pack of 3)",Apparel,
Bad product,2,"Printed Men Round Neck Dark Blue, Red, Green T-Shirt  (Pack of 3)",Apparel,
Nice product,4,"Printed Men Round Neck Dark Blue, Red, Green T-Shirt  (Pack of 3)",Apparel,
Osm,5,"Printed Men Round Neck Dark Blue, Red, Green T-Shirt  (Pack of 3)",Apparel,
Not as I expected,1,Solid Men Mandarin Collar Black T-Shirt,Apparel,
Very nice..,5,Solid Men Mandarin Collar Black T-Shirt,Apparel,
Product is very thin,1,Solid Men Mandarin Collar Black T-Shirt,Apparel,
Nice product,4,Solid Men Mandarin Collar Black T-Shirt,Apparel,
good excellent Quality,5,Solid Men Mandarin Collar Black T-Shirt,Apparel,
Not good as described,2,Solid Men Mandarin Collar Black T-Shirt,Apparel,
I'm so happy,5,Solid Men Mandarin Collar Black T-Shirt,Apparel,
Very best product,5,Solid Men Mandarin Collar Black T-Shirt,Apparel,
Good,3,Solid Men Mandarin Collar Black T-Shirt,Apparel,
Average cotton t shirt. Not good quality,3,Solid Men Mandarin Collar Black T-Shirt,Apparel,
Good,5,"Striped Men Polo Neck Dark Blue, Light Green, White T-Shirt",Apparel,
Not a gud qwality,1,"Striped Men Polo Neck Dark Blue, Light Green, White T-Shirt",Apparel,
Good,4,"Striped Men Polo Neck Dark Blue, Light Green, White T-Shirt",Apparel,
Nice product,3,"Striped Men Polo Neck Dark Blue, Light Green, White T-Shirt",Apparel,
Poor,2,"Striped Men Polo Neck Dark Blue, Light Green, White T-Shirt",Apparel,
Very bad quality,1,"Striped Men Polo Neck Dark Blue, Light Green, White T-Shirt",Apparel,
Nice t-shirt,5,"Striped Men Polo Neck Dark Blue, Light Green, White T-Shirt",Apparel,
Size not fit,1,"Striped Men Polo Neck Dark Blue, Light Green, White T-Shirt",Apparel,
Good,4,"Striped Men Polo Neck Dark Blue, Light Green, White T-Shirt",Apparel,
Size perfect,4,"Striped Men Polo Neck Dark Blue, Light Green, White T-Shirt",Apparel,
"Nice t-shirt,go for it",5,Striped Men Round Neck Black T-Shirt,Apparel,
Excellent,4,Striped Men Round Neck Black T-Shirt,Apparel,
Good,4,Striped Men Round Neck Black T-Shirt,Apparel,
nice  product.,3,Striped Men Round Neck Black T-Shirt,Apparel,
Good,5,Striped Men Round Neck Black T-Shirt,Apparel,
Good,3,Striped Men Round Neck Black T-Shirt,Apparel,
Very bad fitting.,2,Striped Men Round Neck Black T-Shirt,Apparel,
Super product,5,Striped Men Round Neck Black T-Shirt,Apparel,
gud quality,5,Striped Men Round Neck Black T-Shirt,Apparel,
Great,3,Striped Men Round Neck Black T-Shirt,Apparel,
Quality is not good,2,Color Block Men Round Neck White T-Shirt,Apparel,
Very very nyc good quality product,5,Color Block Men Round Neck White T-Shirt,Apparel,
Doesn't absorb sweat. Fabric makes it uncomfortable,3,Color Block Men Round Neck White T-Shirt,Apparel,
Good product,4,Color Block Men Round Neck White T-Shirt,Apparel,
Gud luking,5,Color Block Men Round Neck White T-Shirt,Apparel,
Good but size is short,3,Color Block Men Round Neck White T-Shirt,Apparel,
Good,4,Color Block Men Round Neck White T-Shirt,Apparel,
Good,5,Color Block Men Round Neck White T-Shirt,Apparel,
Nice product,4,Color Block Men Round Neck White T-Shirt,Apparel,
Nice,5,Color Block Men Round Neck White T-Shirt,Apparel,
Good..,4,"Striped Men Round Neck White, Blue T-Shirt",Apparel,
So Nicee delivery Boy behavior is so nicee,5,"Striped Men Round Neck White, Blue T-Shirt",Apparel,
Good Product,5,"Striped Men Round Neck White, Blue T-Shirt",Apparel,
Nice tshirt,5,"Striped Men Round Neck White, Blue T-Shirt",Apparel,
Good t-shirt ,4,"Striped Men Round Neck White, Blue T-Shirt",Apparel,
Waist money,1,"Striped Men Round Neck White, Blue T-Shirt",Apparel,
Nice 1,5,"Striped Men Round Neck White, Blue T-Shirt",Apparel,
Worth for money,5,"Striped Men Round Neck White, Blue T-Shirt",Apparel,
Supar nici,5,"Striped Men Round Neck White, Blue T-Shirt",Apparel,
Good,4,"Striped Men Round Neck White, Blue T-Shirt",Apparel,
fit too smallreturned the itemcloth quality was also bad,1,"Solid Men Mandarin Collar Blue, Maroon T-Shirt  (Pack of 2)",Apparel,
Superb,5,"Solid Men Mandarin Collar Blue, Maroon T-Shirt  (Pack of 2)",Apparel,
Nice fit,4,"Solid Men Mandarin Collar Blue, Maroon T-Shirt  (Pack of 2)",Apparel,
Nice one,4,"Solid Men Mandarin Collar Blue, Maroon T-Shirt  (Pack of 2)",Apparel,
Nice,4,"Solid Men Mandarin Collar Blue, Maroon T-Shirt  (Pack of 2)",Apparel,
Cutting and sewing is very bad,3,"Solid Men Mandarin Collar Blue, Maroon T-Shirt  (Pack of 2)",Apparel,
Must t shirt..I am from odisha bt delivery place vizagada . products is good...,5,"Solid Men Mandarin Collar Blue, Maroon T-Shirt  (Pack of 2)",Apparel,
Good product,5,"Solid Men Mandarin Collar Blue, Maroon T-Shirt  (Pack of 2)",Apparel,
Supre,5,"Solid Men Mandarin Collar Blue, Maroon T-Shirt  (Pack of 2)",Apparel,
Nice product,4,"Solid Men Mandarin Collar Blue, Maroon T-Shirt  (Pack of 2)",Apparel,
Nice,5,Solid Men Mandarin Collar Green T-Shirt,Apparel,
Good product,5,Solid Men Mandarin Collar Green T-Shirt,Apparel,
The quality of the t shirt is not good as that of of shown in picture as uploaded..,2,Solid Men Mandarin Collar Green T-Shirt,Apparel,
Quality is very good but colour is difrent,3,Solid Men Mandarin Collar Green T-Shirt,Apparel,
I loved this product,5,Solid Men Mandarin Collar Green T-Shirt,Apparel,
Don't buy it. It is worst. Color got changed after the first wash only.,1,Solid Men Mandarin Collar Green T-Shirt,Apparel,
Quality assurance good,5,Solid Men Mandarin Collar Green T-Shirt,Apparel,
Good clothes quality,5,Solid Men Mandarin Collar Green T-Shirt,Apparel,
Super,5,Solid Men Mandarin Collar Green T-Shirt,Apparel,
Superb,3,Solid Men Mandarin Collar Green T-Shirt,Apparel,
Good,3,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
He is best products thanks,5,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
"Amezzing,good quality",5,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
Wow great,5,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
Good,3,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
super,5,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
super,5,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
Nice products but I no like that,4,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
Super t-shirt,5,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
Good but size is different than usual usage...,4,Men Slim Fit Color Block Spread Collar Casual Shirt,Apparel,
Nice good quality,5,Men Slim Fit Solid Spread Collar Formal Shirt,Apparel,
Beautiful,5,Men Slim Fit Solid Spread Collar Formal Shirt,Apparel,
Nice,5,Men Slim Fit Solid Spread Collar Formal Shirt,Apparel,
Not attractive,3,Men Slim Fit Solid Spread Collar Formal Shirt,Apparel,
Fantastic,5,Men Slim Fit Solid Spread Collar Formal Shirt,Apparel,
Ok,4,Men Slim Fit Solid Spread Collar Formal Shirt,Apparel,
I like quality of material.,5,Men Slim Fit Solid Spread Collar Formal Shirt,Apparel,
Nice one. Thanks flipcard,5,Men Slim Fit Solid Spread Collar Formal Shirt,Apparel,
Good,3,Men Slim Fit Solid Spread Collar Formal Shirt,Apparel,
Average,3,Men Slim Fit Solid Spread Collar Formal Shirt,Apparel,
Stuf is not very good.,3,Solid Men Mandarin Collar Blue T-Shirt,Apparel,
Gud,5,Solid Men Mandarin Collar Blue T-Shirt,Apparel,
Supar,4,Solid Men Mandarin Collar Blue T-Shirt,Apparel,
Supar,3,Solid Men Mandarin Collar Blue T-Shirt,Apparel,
your product is very good,5,Solid Men Mandarin Collar Blue T-Shirt,Apparel,
Osame delivery time to time...,5,Solid Men Mandarin Collar Blue T-Shirt,Apparel,
Good T-shirt,3,Solid Men Mandarin Collar Blue T-Shirt,Apparel,
Its a very good quality product,5,Solid Men Mandarin Collar Blue T-Shirt,Apparel,
Exilent,5,Solid Men Mandarin Collar Blue T-Shirt,Apparel,
Great,5,Solid Men Mandarin Collar Blue T-Shirt,Apparel,
Not nice,1,"Solid Men Mandarin Collar Blue, Maroon, Black T-Shirt  (Pack of 3)",Apparel,
Good quality product,5,"Solid Men Mandarin Collar Blue, Maroon, Black T-Shirt  (Pack of 3)",Apparel,
Nice,5,"Solid Men Mandarin Collar Blue, Maroon, Black T-Shirt  (Pack of 3)",Apparel,
Very bed,1,"Solid Men Mandarin Collar Blue, Maroon, Black T-Shirt  (Pack of 3)",Apparel,
Good,3,"Solid Men Mandarin Collar Blue, Maroon, Black T-Shirt  (Pack of 3)",Apparel,
Good product,5,"Solid Men Mandarin Collar Blue, Maroon, Black T-Shirt  (Pack of 3)",Apparel,
Supper prodct,5,"Solid Men Mandarin Collar Blue, Maroon, Black T-Shirt  (Pack of 3)",Apparel,
Good,5,"Solid Men Mandarin Collar Blue, Maroon, Black T-Shirt  (Pack of 3)",Apparel,
It is not good,2,"Solid Men Mandarin Collar Blue, Maroon, Black T-Shirt  (Pack of 3)",Apparel,
Good quality,5,"Solid Men Mandarin Collar Blue, Maroon, Black T-Shirt  (Pack of 3)",Apparel,
Nice one ...,3,Striped Men Polo Neck White T-Shirt,Apparel,
Nice  tshirts,3,Striped Men Polo Neck White T-Shirt,Apparel,
Nice,5,Striped Men Polo Neck White T-Shirt,Apparel,
Nice product. Good in quality. Price is also reasonable.,5,Striped Men Polo Neck White T-Shirt,Apparel,
Must buy,5,Striped Men Polo Neck White T-Shirt,Apparel,
Very soft febric useful for summer,5,Striped Men Polo Neck White T-Shirt,Apparel,
This product best summer Seasen,3,Striped Men Polo Neck White T-Shirt,Apparel,
Bad,1,Striped Men Polo Neck White T-Shirt,Apparel,
"Nice fabric, design and fitting",5,Striped Men Polo Neck White T-Shirt,Apparel,
Very good very comfortable,5,Striped Men Polo Neck White T-Shirt,Apparel,
