REVIEW_TEXT,RATING,PRODUCT_TITLE,PRODUCT_CATEGORY,REVIEW_TITLE
Animal farm one of the best books. Small in size and less in pages but the best when you get the story. Book was delivered on time as packed new book. If you need anything quick read then you better buy this Novella. Thank you ,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Awesome
I got this book in a pretty good deal. The book in itself is in very good condition.,4,"Animal Farm  (English, Paperback, Orwell George)",Books,Pretty good
Best cover and page quality,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Perfect product!
Very Good,4,"Animal Farm  (English, Paperback, Orwell George)",Books,Worth the money
Thanks flipkart ... for this book.Best page quality. ..cover ... I like this book,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Great product
Go for it. ,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Perfect product!
Outstanding product..Nice quality..Fonts are readable to anyone...Good packing..Delivery was also great..Really happy.. thq flpkrt..,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Just wow!
good book,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Mind-blowing purchase
The print is fine for the price 119/- ;the book is a classic.,3,"Animal Farm  (English, Paperback, Orwell George)",Books,Does the job
Timely delivered by a smart guy,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Brilliant
Animal farm one of the best books. Small in size and less in pages but the best when you get the story. Book was delivered on time as packed new book. If you need anything quick read then you better buy this Novella. Thank you ,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Awesome
I got this book in a pretty good deal. The book in itself is in very good condition.,4,"Animal Farm  (English, Paperback, Orwell George)",Books,Pretty good
Best cover and page quality,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Perfect product!
Very Good,4,"Animal Farm  (English, Paperback, Orwell George)",Books,Worth the money
Thanks flipkart ... for this book.Best page quality. ..cover ... I like this book,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Great product
Go for it. ,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Perfect product!
Outstanding product..Nice quality..Fonts are readable to anyone...Good packing..Delivery was also great..Really happy.. thq flpkrt..,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Just wow!
good book,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Mind-blowing purchase
The print is fine for the price 119/- ;the book is a classic.,3,"Animal Farm  (English, Paperback, Orwell George)",Books,Does the job
Timely delivered by a smart guy,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Brilliant
Animal farm one of the best books. Small in size and less in pages but the best when you get the story. Book was delivered on time as packed new book. If you need anything quick read then you better buy this Novella. Thank you ,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Awesome
I got this book in a pretty good deal. The book in itself is in very good condition.,4,"Animal Farm  (English, Paperback, Orwell George)",Books,Pretty good
Best cover and page quality,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Perfect product!
Very Good,4,"Animal Farm  (English, Paperback, Orwell George)",Books,Worth the money
Thanks flipkart ... for this book.Best page quality. ..cover ... I like this book,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Great product
Go for it. ,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Perfect product!
Outstanding product..Nice quality..Fonts are readable to anyone...Good packing..Delivery was also great..Really happy.. thq flpkrt..,5,"Animal Farm  (English, Paperback, Orwell George)",Books,Just wow!
Good time ings,4,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Very Good
Nice book But The Books Pages Are Not In Good Condition and Deliery Was Also Very Late,3,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Does the job
Amazing product kn good condition ans in time delivery,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Mind-blowing purchase
very nice book. time series is awesome. my son enjoyed it a lot.,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Just wow!
The best book i ever had,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Terrific purchase
Nice book,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Perfect product!
a very funny book,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Excellent
good product,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Best in the market!
very nice,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Awesome
"Amazing book.Worth buying.The story is about time travel.It is my favourite book.The story is written in a very easy language.The books of Geronimo Stilton are very adventurous.Mind Tree School,Panjokhra",5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Wonderful
Good time ings,4,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Very Good
Nice book But The Books Pages Are Not In Good Condition and Deliery Was Also Very Late,3,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Does the job
Amazing product kn good condition ans in time delivery,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Mind-blowing purchase
very nice book. time series is awesome. my son enjoyed it a lot.,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Just wow!
The best book i ever had,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Terrific purchase
Nice book,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Perfect product!
a very funny book,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Excellent
good product,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Best in the market!
very nice,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Awesome
"Amazing book.Worth buying.The story is about time travel.It is my favourite book.The story is written in a very easy language.The books of Geronimo Stilton are very adventurous.Mind Tree School,Panjokhra",5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Wonderful
Good time ings,4,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Very Good
Nice book But The Books Pages Are Not In Good Condition and Deliery Was Also Very Late,3,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Does the job
Amazing product kn good condition ans in time delivery,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Mind-blowing purchase
very nice book. time series is awesome. my son enjoyed it a lot.,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Just wow!
The best book i ever had,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Terrific purchase
Nice book,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Perfect product!
a very funny book,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Excellent
good product,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Best in the market!
very nice,5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Awesome
"Amazing book.Worth buying.The story is about time travel.It is my favourite book.The story is written in a very easy language.The books of Geronimo Stilton are very adventurous.Mind Tree School,Panjokhra",5,"The Race Against Time  (English, Hardcover, Geronimo Stilton)",Books,Wonderful
Nice book,4,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Worth the money
A very good book,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Terrific
Tremendous,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Just wow!
Good book for class 12 board and Competitive exam as well.,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Best in the market!
This book is very good because it has both theory aswell as question for practice.,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Best in the market!
nice,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Terrific purchase
Nice book,4,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Worth the money
A very good book,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Terrific
Tremendous,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Just wow!
Good book for class 12 board and Competitive exam as well.,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Best in the market!
This book is very good because it has both theory aswell as question for practice.,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Best in the market!
nice,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Terrific purchase
Nice book,4,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Worth the money
A very good book,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Terrific
Tremendous,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Just wow!
Good book for class 12 board and Competitive exam as well.,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Best in the market!
This book is very good because it has both theory aswell as question for practice.,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Best in the market!
nice,5,"Conceptual Physics-12 - For class 12th  (English, Paperback, Girjesh Giri)",Books,Terrific purchase
"The best book I have read this year, complete in just one day. Every page is inspirational, the line which hit hard is ""What do you want to be when you grow up ? "" .."" Kind"" said the boy.",5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Kindness and hope!
I am in love with this book. Each and every line in this book make you feel worth it and positive about every aspect of life.Charlie Mackesy have done a great job with the paintings and the paintings makes you fell more connected to the book.,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Mind-blowing purchase
A must read fantastic book !! Happy Reading ,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Best in the market!
Excellent book!,4,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Worth the money
"Actually, I'm not into novels and all, but I decided to purchase this cause its worth it.   This book gives more importance  on improving us as human ,than any other novels in trend.I first heard about it in my favorite YouTube channel( the cottage fairy )few months ago. This book can guide you all life.Go grab one.",5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Fabulous!
Amazing Book. Kids - Adults! Everyone Connects!,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Brilliant
Excellent book with great illustrations.  Loved it. Must go for this book.,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Perfect product!
The Book is excellent. Beyond even imagination. But Flipkart service is not satisfactory on the point that they are not careful enough to handle a 'book'. It came spine burst.,3,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Careless Packaging
Beautiful is the only word to describe it !!,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Highly recommended
Cute book,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Fabulous!
"The best book I have read this year, complete in just one day. Every page is inspirational, the line which hit hard is ""What do you want to be when you grow up ? "" .."" Kind"" said the boy.",5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Kindness and hope!
I am in love with this book. Each and every line in this book make you feel worth it and positive about every aspect of life.Charlie Mackesy have done a great job with the paintings and the paintings makes you fell more connected to the book.,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Mind-blowing purchase
A must read fantastic book !! Happy Reading ,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Best in the market!
Excellent book!,4,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Worth the money
"Actually, I'm not into novels and all, but I decided to purchase this cause its worth it.   This book gives more importance  on improving us as human ,than any other novels in trend.I first heard about it in my favorite YouTube channel( the cottage fairy )few months ago. This book can guide you all life.Go grab one.",5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Fabulous!
Amazing Book. Kids - Adults! Everyone Connects!,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Brilliant
Excellent book with great illustrations.  Loved it. Must go for this book.,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Perfect product!
The Book is excellent. Beyond even imagination. But Flipkart service is not satisfactory on the point that they are not careful enough to handle a 'book'. It came spine burst.,3,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Careless Packaging
Beautiful is the only word to describe it !!,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Highly recommended
Cute book,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Fabulous!
"The best book I have read this year, complete in just one day. Every page is inspirational, the line which hit hard is ""What do you want to be when you grow up ? "" .."" Kind"" said the boy.",5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Kindness and hope!
I am in love with this book. Each and every line in this book make you feel worth it and positive about every aspect of life.Charlie Mackesy have done a great job with the paintings and the paintings makes you fell more connected to the book.,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Mind-blowing purchase
A must read fantastic book !! Happy Reading ,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Best in the market!
Excellent book!,4,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Worth the money
"Actually, I'm not into novels and all, but I decided to purchase this cause its worth it.   This book gives more importance  on improving us as human ,than any other novels in trend.I first heard about it in my favorite YouTube channel( the cottage fairy )few months ago. This book can guide you all life.Go grab one.",5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Fabulous!
Amazing Book. Kids - Adults! Everyone Connects!,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Brilliant
Excellent book with great illustrations.  Loved it. Must go for this book.,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Perfect product!
The Book is excellent. Beyond even imagination. But Flipkart service is not satisfactory on the point that they are not careful enough to handle a 'book'. It came spine burst.,3,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Careless Packaging
Beautiful is the only word to describe it !!,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Highly recommended
Cute book,5,"The Boy, The Mole, The Fox and The Horse  (English, Hardcover, Mackesy Charlie)",Books,Fabulous!
Haven't books .. best collections,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Perfect product!
Excellent,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Great product
Very nice,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Terrific purchase
Best book,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Terrific
"Ordered Ramayana, got 20 rs painting books",1,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Horrible
"Thank you flipcart,my daughter is very happy",5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Awesome
Must buy,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Just wow!
Best book in this price,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Terrific
very nice,1,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Terrible product
Haven't books .. best collections,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Perfect product!
Excellent,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Great product
Very nice,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Terrific purchase
Best book,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Terrific
"Ordered Ramayana, got 20 rs painting books",1,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Horrible
"Thank you flipcart,my daughter is very happy",5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Awesome
Must buy,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Just wow!
Best book in this price,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Terrific
very nice,1,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Terrible product
Haven't books .. best collections,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Perfect product!
Excellent,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Great product
Very nice,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Terrific purchase
Best book,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Terrific
"Ordered Ramayana, got 20 rs painting books",1,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Horrible
"Thank you flipcart,my daughter is very happy",5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Awesome
Must buy,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Just wow!
Best book in this price,5,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Terrific
very nice,1,"151 EPISODES OF THE RAMAYANA  (English, Paperback, SAWAN GUPTA)",Books,Terrible product
Good quality product that was promptly delivered. Reasonably priced too! Tintitn comics are timeless. I am a huge fan and so are my kids!,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Super!
Missing the original english font by neil hyslop. Print quality is found to be better than the previous publisher magnet. This is another masterpiece by herge which is ahead of its time.,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Fabulous!
"Nice one, but outer cellophane cover was not there",4,"The Blue Lotus  (English, Paperback, Herge)",Books,Nice product
"Product is good in quality in respect to bindings, printing etc.",4,"The Blue Lotus  (English, Paperback, Herge)",Books,Very Good
My favorite book,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Classy product
amazing book,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Brilliant
Excellent.,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Awesome
timely delivery and good packaging from flip.,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Worth every penny
good book.,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Perfect product!
Amazing Pricing. Kids are loving the comic,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Great product
Good quality product that was promptly delivered. Reasonably priced too! Tintitn comics are timeless. I am a huge fan and so are my kids!,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Super!
Missing the original english font by neil hyslop. Print quality is found to be better than the previous publisher magnet. This is another masterpiece by herge which is ahead of its time.,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Fabulous!
"Nice one, but outer cellophane cover was not there",4,"The Blue Lotus  (English, Paperback, Herge)",Books,Nice product
"Product is good in quality in respect to bindings, printing etc.",4,"The Blue Lotus  (English, Paperback, Herge)",Books,Very Good
My favorite book,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Classy product
amazing book,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Brilliant
Excellent.,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Awesome
timely delivery and good packaging from flip.,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Worth every penny
good book.,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Perfect product!
Amazing Pricing. Kids are loving the comic,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Great product
Good quality product that was promptly delivered. Reasonably priced too! Tintitn comics are timeless. I am a huge fan and so are my kids!,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Super!
Missing the original english font by neil hyslop. Print quality is found to be better than the previous publisher magnet. This is another masterpiece by herge which is ahead of its time.,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Fabulous!
"Nice one, but outer cellophane cover was not there",4,"The Blue Lotus  (English, Paperback, Herge)",Books,Nice product
"Product is good in quality in respect to bindings, printing etc.",4,"The Blue Lotus  (English, Paperback, Herge)",Books,Very Good
My favorite book,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Classy product
amazing book,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Brilliant
Excellent.,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Awesome
timely delivery and good packaging from flip.,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Worth every penny
good book.,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Perfect product!
Amazing Pricing. Kids are loving the comic,5,"The Blue Lotus  (English, Paperback, Herge)",Books,Great product
Nice book.You should buy it,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Simply awesome
Is very nice and funny book . Very nice product you should buy .,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Classy product
Very nice book Thank you flipkart,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Classy product
It's a black n white book for that it's very much expensive.. please don't buy . PDF available online so better take printout,1,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Utterly Disappointed
So lntrasting book and funny character ,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Classy product
This is very nice,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Terrific purchase
Nice book.,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Terrific
Super book I enjoyed this story thanksTo flipkart,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Brilliant
"I always have colorful Memory of Chacha choudhary nd Sabu. ..U people erased with Black and white in the era of technology. Only Cover Page is Colorful, Rest is B&W. Lost all excitement of reading it. Pran Nikal Liye aapne iss Comics ke.",1,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Don't waste your money
Fantastic comic and good picture quality,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Highly recommended
Nice book.You should buy it,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Simply awesome
Is very nice and funny book . Very nice product you should buy .,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Classy product
Very nice book Thank you flipkart,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Classy product
It's a black n white book for that it's very much expensive.. please don't buy . PDF available online so better take printout,1,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Utterly Disappointed
So lntrasting book and funny character ,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Classy product
This is very nice,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Terrific purchase
Nice book.,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Terrific
Super book I enjoyed this story thanksTo flipkart,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Brilliant
"I always have colorful Memory of Chacha choudhary nd Sabu. ..U people erased with Black and white in the era of technology. Only Cover Page is Colorful, Rest is B&W. Lost all excitement of reading it. Pran Nikal Liye aapne iss Comics ke.",1,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Don't waste your money
Fantastic comic and good picture quality,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Highly recommended
Nice book.You should buy it,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Simply awesome
Is very nice and funny book . Very nice product you should buy .,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Classy product
Very nice book Thank you flipkart,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Classy product
It's a black n white book for that it's very much expensive.. please don't buy . PDF available online so better take printout,1,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Utterly Disappointed
So lntrasting book and funny character ,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Classy product
This is very nice,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Terrific purchase
Nice book.,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Terrific
Super book I enjoyed this story thanksTo flipkart,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Brilliant
"I always have colorful Memory of Chacha choudhary nd Sabu. ..U people erased with Black and white in the era of technology. Only Cover Page is Colorful, Rest is B&W. Lost all excitement of reading it. Pran Nikal Liye aapne iss Comics ke.",1,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Don't waste your money
Fantastic comic and good picture quality,5,"Chacha Chaudhary Digest-1  (English, Paperback, Paran)",Books,Highly recommended
Printing was horrible.... Half story is of getaway and the other half is of another DOWK book... Useless book...,1,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Very poor
This book is awesome.Packaging was excellent.Paper quality was awesome.This book also has wimpy kid plane and luggage tags.,5,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Classy product
Bad quality pages,1,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Worthless
"DON'T BUY .The book seemed to photocopied or counterfeit product, the quality of pages was also not good.",1,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Don't waste your money
Nice product  and timely delivery,5,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Mind-blowing purchase
Cheap quality paper,1,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Don't waste your money
Super fast delivery thank you flipkart,5,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Must buy!
It was very bad .lost of money,1,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Waste of money!
Paper quality and print is very poor. Not sure whether it is original product.,1,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Terrible product
Good,5,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Excellent
Printing was horrible.... Half story is of getaway and the other half is of another DOWK book... Useless book...,1,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Very poor
This book is awesome.Packaging was excellent.Paper quality was awesome.This book also has wimpy kid plane and luggage tags.,5,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Classy product
Bad quality pages,1,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Worthless
"DON'T BUY .The book seemed to photocopied or counterfeit product, the quality of pages was also not good.",1,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Don't waste your money
Nice product  and timely delivery,5,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Mind-blowing purchase
Cheap quality paper,1,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Don't waste your money
Super fast delivery thank you flipkart,5,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Must buy!
It was very bad .lost of money,1,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Waste of money!
Paper quality and print is very poor. Not sure whether it is original product.,1,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Terrible product
Good,5,"Diary of a Wimpy Kid: The Getaway (Book 12)  (English, Paperback, Kinney Jeff)",Books,Excellent
